>>> Training starts at  2025-11-20 12:48:15.772375
Filling replay buffer...
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: 0.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -1.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -2.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -3.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -4.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -5.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -6.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -7.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -8.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -9.00 | Eps: 1.000
Steps: 0 | Reward: -10.00 | Eps: 1.000
Steps: 0 | Reward: -10.00 | Eps: 1.000
Steps: 0 | Reward: -10.00 | Eps: 1.000
Steps: 0 | Reward: -10.00 | Eps: 1.000
Steps: 0 | Reward: -10.00 | Eps: 1.000
Steps: 0 | Reward: -10.00 | Eps: 1.000
